"CustomerID","Country","TotalRevenue","TotalOrders","TotalItems","TotalProducts","AvgOrderValue","AvgItemPrice","AvgQuantityPerOrder","FirstPurchase","LastPurchase","DaysSinceFirst","DaysSinceLast","R_Score","F_Score","M_Score","Customer_Segment","IsUK"
13822,"United Kingdom",632,2,611,90,316,1.79052083333333,305.5,2011-10-30,2011-12-04,40,5,5,2,3,"Promising",1
13823,"United Kingdom",957.66,2,439,39,478.83,3.9205,219.5,2011-09-09,2011-11-21,91,18,4,2,4,"Promising",1
13824,"United Kingdom",1698.94,5,768,34,339.788,2.75282608695652,153.6,2011-02-02,2011-11-07,310,32,3,4,4,"Loyal Customers",1
13826,"United Kingdom",189.5,1,82,10,189.5,5.73,82,2011-06-16,2011-06-16,176,176,2,1,1,"Lost",1
13827,"United Kingdom",412.05,3,141,83,137.35,3.7441935483871,47,2011-07-19,2011-10-13,143,57,3,3,2,"Regular",1
13828,"United Kingdom",209.49,1,311,15,209.49,1.90466666666667,311,2011-11-17,2011-11-17,22,22,4,1,1,"Promising",1
13831,"United Kingdom",2202.99,6,745,58,367.165,3.95743243243243,124.166666666667,2010-12-05,2011-11-23,369,16,4,5,5,"Champions",1
13832,"United Kingdom",52.2,1,28,3,52.2,2.28333333333333,28,2011-11-20,2011-11-20,19,19,4,1,1,"Promising",1
13833,"United Kingdom",384.8,1,118,28,384.8,4.9,118,2011-07-03,2011-07-03,159,159,2,1,2,"Lost",1
13835,"United Kingdom",834.57,4,442,48,208.6425,3.20054545454545,110.5,2011-05-08,2011-11-14,215,25,4,4,3,"Loyal Customers",1
13837,"United Kingdom",271.24,2,183,17,135.62,2.19789473684211,91.5,2011-01-26,2011-05-12,317,211,1,2,2,"Lost",1
13838,"United Kingdom",691.73,4,263,144,172.9325,3.10252873563218,65.75,2010-12-05,2011-12-04,369,5,5,4,3,"Loyal Customers",1
13841,"United Kingdom",85,1,100,1,85,0.85,100,2011-04-01,2011-04-01,252,252,1,1,1,"Lost",1
13842,"United Kingdom",3385.62,9,1768,155,376.18,4.04427184466019,196.444444444444,2010-12-08,2011-10-12,366,58,3,5,5,"Loyal Customers",1
13844,"United Kingdom",361.62,1,196,20,361.62,2.4605,196,2011-11-28,2011-11-28,11,11,5,1,2,"Promising",1
13845,"United Kingdom",312.98,1,182,9,312.98,1.95444444444444,182,2011-10-06,2011-10-06,64,64,3,1,2,"Regular",1
13846,"United Kingdom",865.06,3,388,55,288.353333333333,3.52490909090909,129.333333333333,2010-12-14,2011-11-15,360,24,4,3,3,"Loyal Customers",1
13848,"United Kingdom",1255,3,3700,3,418.333333333333,0.462,1233.33333333333,2010-12-08,2011-09-08,366,92,2,3,4,"Regular",1
13849,"United Kingdom",1537.95,2,1016,97,768.975,3.0239603960396,508,2011-06-22,2011-10-19,170,51,3,2,4,"Regular",1
13850,"United Kingdom",1595.48,1,944,93,1595.48,2.41860215053763,944,2011-08-02,2011-08-02,129,129,2,1,4,"Lost",1
13851,"United Kingdom",2651.46,3,1705,77,883.82,2.23888888888889,568.333333333333,2011-02-24,2011-09-05,288,95,2,3,5,"Regular",1
13853,"United Kingdom",1090.14,1,312,23,1090.14,4.54608695652174,312,2011-10-13,2011-10-13,57,57,3,1,4,"Regular",1
13854,"United Kingdom",8109.52,25,2296,39,324.3808,4.62836363636364,91.84,2010-12-09,2011-12-01,365,8,5,5,5,"Champions",1
13856,"United Kingdom",388.5,3,494,10,129.5,1.06,164.666666666667,2011-05-20,2011-06-24,203,168,2,3,2,"Regular",1
13858,"United Kingdom",216.17,1,75,11,216.17,4.33545454545455,75,2011-10-13,2011-10-13,57,57,3,1,1,"Regular",1
13859,"United Kingdom",201.16,1,129,27,201.16,2.88785714285714,129,2011-01-17,2011-01-17,326,326,1,1,1,"Lost",1
13860,"United Kingdom",1245.9,5,591,58,249.18,3.51460526315789,118.2,2011-09-14,2011-12-08,86,1,5,4,4,"Champions",1
13862,"United Kingdom",2209.36,8,1688,97,276.17,1.69705035971223,211,2011-01-11,2011-11-21,332,18,4,5,5,"Champions",1
13863,"United Kingdom",305.78,1,224,20,305.78,2.5965,224,2011-04-06,2011-04-06,247,247,1,1,2,"Lost",1
13865,"United Kingdom",501.56,4,204,26,125.39,3.90233333333333,51,2011-02-23,2011-10-12,289,58,3,4,3,"Loyal Customers",1
13866,"United Kingdom",145.67,1,57,7,145.67,3.37571428571429,57,2011-09-26,2011-09-26,74,74,2,1,1,"Lost",1
13867,"United Kingdom",1015.29,3,513,51,338.43,3.94409836065574,171,2011-05-05,2011-11-08,218,31,4,3,4,"Loyal Customers",1
13868,"United Kingdom",3192.54,2,1964,32,1596.27,1.85424242424242,982,2011-11-01,2011-12-02,38,7,5,2,5,"Promising",1
13869,"United Kingdom",3104.95,4,1721,234,776.2375,2.94459283387622,430.25,2010-12-17,2011-08-08,357,123,2,4,5,"At Risk",1
13870,"United Kingdom",2770.94,8,1325,91,346.3675,3.37860869565217,165.625,2011-02-25,2011-12-07,287,2,5,5,5,"Champions",1
13871,"United Kingdom",6403.25,13,2806,155,492.557692307692,3.76089285714286,215.846153846154,2011-02-04,2011-11-17,308,22,4,5,5,"Champions",1
13873,"United Kingdom",389.6,3,140,21,129.866666666667,4.6095652173913,46.6666666666667,2011-02-03,2011-08-12,309,119,2,3,2,"Regular",1
13874,"United Kingdom",540.45,1,180,18,540.45,5.50555555555556,180,2010-12-16,2010-12-16,358,358,1,1,3,"Lost",1
13875,"United Kingdom",1786.79,5,1316,79,357.358,1.95846153846154,263.2,2011-02-11,2011-10-17,301,53,3,4,4,"Loyal Customers",1
13876,"United Kingdom",122.7,1,36,7,122.7,5.11428571428571,36,2011-10-07,2011-10-07,63,63,3,1,1,"Regular",1
13877,"United Kingdom",117.24,1,108,3,117.24,1.17666666666667,108,2011-09-14,2011-09-14,86,86,2,1,1,"Lost",1
13878,"United Kingdom",1281.53,1,475,35,1281.53,4.65527777777778,475,2011-10-16,2011-10-16,54,54,3,1,4,"Regular",1
13880,"United Kingdom",3219.77,13,1842,125,247.674615384615,2.68830303030303,141.692307692308,2010-12-07,2011-11-18,367,21,4,5,5,"Champions",1
13881,"United Kingdom",17159.52,20,10118,72,857.976,2.67651685393258,505.9,2011-02-01,2011-12-06,311,3,5,5,5,"Champions",1
13882,"United Kingdom",1191.13,5,953,54,238.226,3.38184615384615,190.6,2011-10-06,2011-12-07,64,2,5,4,4,"Champions",1
13883,"United Kingdom",2674.48,5,1436,108,534.896,3.37605633802817,287.2,2011-03-31,2011-11-29,253,10,5,4,5,"Champions",1
13884,"United Kingdom",787.6,5,300,45,157.52,3.5635593220339,60,2011-03-01,2011-12-02,283,7,5,4,3,"Loyal Customers",1
13885,"United Kingdom",506.8,2,182,28,253.4,3.96071428571429,91,2011-05-23,2011-06-03,200,189,1,2,3,"Lost",1
13886,"United Kingdom",243.56,1,126,16,243.56,3.805,126,2011-09-29,2011-09-29,71,71,3,1,1,"Regular",1
13887,"United Kingdom",349.55,1,147,19,349.55,3.85421052631579,147,2011-05-19,2011-05-19,204,204,1,1,2,"Lost",1
13888,"United Kingdom",605.63,2,258,38,302.815,4.12175,129,2011-05-05,2011-08-12,218,119,2,2,3,"Lost",1
13889,"United Kingdom",416.9,1,146,15,416.9,3.83333333333333,146,2011-09-08,2011-09-08,92,92,2,1,2,"Lost",1
13890,"United Kingdom",1883.81,10,831,74,188.381,3.40154545454545,83.1,2010-12-16,2011-12-08,358,1,5,5,4,"Champions",1
13892,"United Kingdom",632.97,4,983,26,158.2425,1.10925925925926,245.75,2011-04-07,2011-11-13,246,26,4,4,3,"Loyal Customers",1
13893,"United Kingdom",821.1,1,190,21,821.1,6.2,190,2011-02-15,2011-02-15,297,297,1,1,3,"Lost",1
13894,"United Kingdom",564.62,3,354,25,188.206666666667,2.67074074074074,118,2011-02-02,2011-11-16,310,23,4,3,3,"Loyal Customers",1
13895,"United Kingdom",2593.07,4,1365,97,648.2675,2.93533898305085,341.25,2011-06-28,2011-11-11,164,28,4,4,5,"Champions",1
13897,"United Kingdom",311.16,1,200,17,311.16,1.94764705882353,200,2011-10-20,2011-10-20,50,50,3,1,2,"Regular",1
13898,"United Kingdom",155.93,1,133,12,155.93,2.61416666666667,133,2011-01-18,2011-01-18,325,325,1,1,1,"Lost",1
13899,"United Kingdom",388.52,2,156,19,194.26,3.03105263157895,78,2011-03-10,2011-11-23,274,16,4,2,2,"Promising",1
13900,"United Kingdom",740.95,3,430,42,246.983333333333,3.11372093023256,143.333333333333,2011-03-22,2011-06-09,262,183,1,3,3,"Regular",1
13901,"United Kingdom",2867.2,5,1739,144,573.44,3.74046979865772,347.8,2011-01-25,2011-09-28,318,72,2,4,5,"At Risk",1
13904,"United Kingdom",332.64,2,332,24,166.32,1.32384615384615,166,2011-02-18,2011-11-02,294,37,3,2,2,"Regular",1
13908,"United Kingdom",2369.55,4,1478,104,592.3875,2.86754098360656,369.5,2011-03-08,2011-09-21,276,79,2,4,5,"At Risk",1
13911,"United Kingdom",2580.91,9,2731,120,286.767777777778,2.38918918918919,303.444444444444,2011-02-04,2011-10-13,308,57,3,5,5,"Loyal Customers",1
13914,"United Kingdom",626.45,2,380,28,313.225,2.55212121212121,190,2011-11-03,2011-11-28,36,11,5,2,3,"Promising",1
13917,"United Kingdom",272.04,2,228,16,136.02,2.02222222222222,114,2011-06-01,2011-10-21,191,49,3,2,2,"Regular",1
13918,"United Kingdom",1212.84,2,1140,30,606.42,2.18533333333333,570,2011-03-31,2011-10-21,253,49,3,2,4,"Regular",1
13919,"Denmark",384.81,2,474,24,192.405,2.83607142857143,237,2011-08-10,2011-10-11,121,59,3,2,2,"Regular",0
13922,"United Kingdom",172.25,1,93,7,172.25,4.98857142857143,93,2010-12-23,2010-12-23,351,351,1,1,1,"Lost",1
13923,"United Kingdom",351.13,1,185,20,351.13,2.9745,185,2011-10-17,2011-10-17,53,53,3,1,2,"Regular",1
13924,"United Kingdom",1838.85,6,1575,90,306.475,2.60760683760684,262.5,2011-09-28,2011-12-08,72,1,5,5,4,"Champions",1
13925,"United Kingdom",678.25,4,331,28,169.5625,5.91439024390244,82.75,2011-07-28,2011-09-08,134,92,2,4,3,"At Risk",1
13926,"United Kingdom",223.85,1,104,11,223.85,6.53363636363636,104,2011-11-16,2011-11-16,23,23,4,1,1,"Promising",1
13927,"United Kingdom",348.99,1,214,21,348.99,2.69571428571429,214,2011-09-26,2011-09-26,74,74,2,1,2,"Lost",1
13928,"United Kingdom",464.57,4,129,23,116.1425,5.76740740740741,32.25,2011-07-29,2011-11-29,133,10,5,4,2,"Regular",1
13929,"United Kingdom",842.65,2,143,8,421.325,5.29444444444444,71.5,2011-01-17,2011-06-23,326,169,2,2,3,"Lost",1
13930,"United Kingdom",337.34,2,274,15,168.67,1.64058823529412,137,2011-07-26,2011-10-13,136,57,3,2,2,"Regular",1
13931,"United Kingdom",1237.53,2,725,56,618.765,2.04603448275862,362.5,2011-03-04,2011-09-05,280,95,2,2,4,"Lost",1
13932,"United Kingdom",307.4,1,72,16,307.4,6.103125,72,2011-02-18,2011-02-18,294,294,1,1,2,"Lost",1
13933,"United Kingdom",608.79,2,205,23,304.395,3.4604347826087,102.5,2011-07-14,2011-08-22,148,109,2,2,3,"Lost",1
13934,"United Kingdom",922.1,1,390,31,922.1,3.18709677419355,390,2011-03-21,2011-03-21,263,263,1,1,3,"Lost",1
13936,"United Kingdom",376.58,1,330,26,376.58,1.54192307692308,330,2011-06-13,2011-06-13,179,179,1,1,2,"Lost",1
13937,"United Kingdom",158.85,1,123,9,158.85,1.69444444444444,123,2011-06-23,2011-06-23,169,169,2,1,1,"Lost",1
13938,"United Kingdom",71.66,1,70,7,71.66,1.01285714285714,70,2011-11-04,2011-11-04,35,35,3,1,1,"Regular",1
13939,"United Kingdom",568.55,3,847,43,189.516666666667,1.18355555555556,282.333333333333,2011-02-01,2011-11-16,311,23,4,3,3,"Loyal Customers",1
13940,"United Kingdom",839.14,4,516,39,209.785,3.12142857142857,129,2011-07-18,2011-11-22,144,17,4,4,3,"Loyal Customers",1
13941,"United Kingdom",5112.96,5,2364,24,1022.592,3.85844444444444,472.8,2010-12-02,2011-11-18,372,21,4,4,5,"Champions",1
13946,"United Kingdom",561.57,3,443,11,187.19,1.67909090909091,147.666666666667,2011-03-17,2011-09-21,267,79,2,3,3,"Regular",1
13947,"United Kingdom",90.6,1,44,5,90.6,2.93,44,2011-10-05,2011-10-05,65,65,3,1,1,"Regular",1
13948,"United Kingdom",102,1,40,3,102,3.95,40,2010-12-14,2010-12-14,360,360,1,1,1,"Lost",1
13949,"United Kingdom",2427.32,6,2474,124,404.553333333333,1.456625,412.333333333333,2011-09-06,2011-12-07,94,2,5,5,5,"Champions",1
13950,"United Kingdom",745.06,4,323,33,186.265,4.58971428571429,80.75,2011-04-07,2011-11-28,246,11,5,4,3,"Loyal Customers",1
13951,"United Kingdom",674.45,3,459,38,224.816666666667,3.48923076923077,153,2011-02-18,2011-06-16,294,176,2,3,3,"Regular",1
13952,"United Kingdom",3251.071,2,1431,120,1625.5355,3.98329197080292,715.5,2011-04-15,2011-05-06,238,217,1,2,5,"Lost",1
13953,"United Kingdom",3515.68,7,2724,8,502.24,2.293,389.142857142857,2010-12-22,2011-12-02,352,7,5,5,5,"Champions",1
13954,"United Kingdom",439.92,2,150,24,219.96,5.4508,75,2011-09-30,2011-12-08,70,1,5,2,2,"Promising",1
13955,"United Kingdom",322.96,2,154,33,161.48,3.01606060606061,77,2011-02-07,2011-07-08,305,154,2,3,2,"Regular",1
13956,"United Kingdom",1026.42,5,491,123,205.284,3.42269736842105,98.2,2011-03-13,2011-12-04,271,5,5,4,4,"Champions",1
13959,"United Kingdom",598.2,3,357,79,199.4,2.20391304347826,119,2010-12-12,2011-09-21,362,79,2,3,3,"Regular",1
13960,"United Kingdom",230.22,2,142,11,115.11,2.105,71,2011-09-29,2011-11-18,71,21,4,3,1,"Regular",1
13962,"United Kingdom",169.55,2,87,11,84.775,7.01909090909091,43.5,2011-04-08,2011-11-18,245,21,4,3,1,"Regular",1
13963,"United Kingdom",664.54,4,460,35,166.135,3.268,115,2010-12-07,2011-02-04,367,308,1,4,3,"At Risk",1
13967,"United Kingdom",80.7,1,42,2,80.7,3.6,42,2011-07-17,2011-07-17,145,145,2,1,1,"Lost",1
13969,"United Kingdom",9053.94,18,4542,334,502.996666666667,2.95429712460064,252.333333333333,2010-12-09,2011-12-02,365,7,5,5,5,"Champions",1
13971,"United Kingdom",2758.26,8,1844,118,344.7825,2.2251677852349,230.5,2011-02-27,2011-11-21,285,18,4,5,5,"Champions",1
13972,"United Kingdom",190.25,2,187,15,95.125,2.546,93.5,2011-05-22,2011-09-30,201,70,3,3,1,"Regular",1
13973,"United Kingdom",264.7,1,109,11,264.7,3.75636363636364,109,2011-02-25,2011-02-25,287,287,1,1,2,"Lost",1
13974,"United Kingdom",413.59,1,249,28,413.59,2.19678571428571,249,2011-10-21,2011-10-21,49,49,3,1,2,"Regular",1
13975,"United Kingdom",2526.28,6,1732,240,421.046666666667,2.19541420118343,288.666666666667,2011-03-08,2011-11-08,276,31,4,5,5,"Champions",1
13976,"United Kingdom",357.98,1,154,10,357.98,3.568,154,2011-05-17,2011-05-17,206,206,1,1,2,"Lost",1
13978,"United Kingdom",196.79,2,315,14,98.395,1.21066666666667,157.5,2011-10-25,2011-11-25,45,14,4,3,1,"Regular",1
13979,"United Kingdom",869.87,1,639,54,869.87,1.83222222222222,639,2011-09-27,2011-09-27,73,73,2,1,3,"Lost",1
13980,"United Kingdom",200.14,1,172,11,200.14,3.91454545454545,172,2011-10-10,2011-10-10,60,60,3,1,1,"Regular",1
13982,"United Kingdom",1871.81,4,1136,72,467.9525,2.23207207207207,284,2010-12-09,2011-10-31,365,39,3,4,4,"Loyal Customers",1
13983,"United Kingdom",2603.43,12,1183,91,216.9525,6.33,98.5833333333333,2010-12-08,2011-11-10,366,29,4,5,5,"Champions",1
13984,"United Kingdom",920.51,5,679,14,184.102,2.10875,135.8,2010-12-08,2011-11-13,366,26,4,4,3,"Loyal Customers",1
13985,"United Kingdom",7060.13,15,3445,108,470.675333333333,2.38449856733524,229.666666666667,2011-03-20,2011-12-05,264,4,5,5,5,"Champions",1
13986,"United Kingdom",320.46,1,430,12,320.46,1.86153846153846,430,2011-11-22,2011-11-22,17,17,4,1,2,"Promising",1
13988,"United Kingdom",4147.96,6,3044,188,691.326666666667,2.99974358974359,507.333333333333,2011-03-30,2011-11-20,254,19,4,5,5,"Champions",1
13989,"United Kingdom",1266.08,2,1313,33,633.04,2.62536585365854,656.5,2011-04-14,2011-10-05,239,65,3,3,4,"Loyal Customers",1
13990,"United Kingdom",311.3,1,190,16,311.3,2.66,190,2011-05-10,2011-05-10,213,213,1,1,2,"Lost",1
13991,"United Kingdom",855.97,6,998,58,142.661666666667,1.4925,166.333333333333,2011-07-19,2011-11-27,143,12,5,5,3,"Loyal Customers",1
13992,"United Kingdom",76.8,1,64,5,76.8,1.17,64,2011-11-09,2011-11-09,30,30,4,1,1,"Promising",1
13993,"United Kingdom",3466.36,9,900,66,385.151111111111,5.58694214876033,100,2011-01-13,2011-10-28,330,42,3,5,5,"Loyal Customers",1
13994,"United Kingdom",2313.14,6,940,122,385.523333333333,3.8118064516129,156.666666666667,2011-07-14,2011-12-06,148,3,5,5,5,"Champions",1
13995,"United Kingdom",1393.69,5,879,55,278.738,2.22755813953488,175.8,2011-04-08,2011-11-24,245,15,4,4,4,"Champions",1
13999,"United Kingdom",3901.81,12,2243,102,325.150833333333,2.27490384615385,186.916666666667,2010-12-13,2011-11-29,361,10,5,5,5,"Champions",1
14000,"United Kingdom",635.66,1,710,15,635.66,1.94933333333333,710,2011-05-12,2011-05-12,211,211,1,1,3,"Lost",1
14001,"United Kingdom",2043.08,3,962,34,681.026666666667,3.53615384615385,320.666666666667,2010-12-01,2011-10-25,373,45,3,3,4,"Loyal Customers",1
14002,"United Kingdom",529.73,2,877,47,264.865,2.41148936170213,438.5,2011-07-06,2011-07-28,156,134,2,3,3,"Regular",1
14004,"United Kingdom",4582.64,7,2668,102,654.662857142857,2.8440350877193,381.142857142857,2011-02-24,2011-10-27,288,43,3,5,5,"Loyal Customers",1
14005,"United Kingdom",2874.72,5,2478,53,574.944,2.2052380952381,495.6,2011-05-08,2011-11-30,215,9,5,4,5,"Champions",1
14006,"United Kingdom",962.19,3,641,22,320.73,2.37066666666667,213.666666666667,2011-01-31,2011-08-16,312,115,2,3,4,"Regular",1
14009,"United Kingdom",695.61,2,365,42,347.805,2.82214285714286,182.5,2011-05-18,2011-05-25,205,198,1,3,3,"Regular",1
14012,"United Kingdom",328.8,1,160,11,328.8,2.83181818181818,160,2011-03-07,2011-03-07,277,277,1,1,2,"Lost",1
14013,"United Kingdom",473.02,3,462,30,157.673333333333,1.38176470588235,154,2011-03-09,2011-08-21,275,110,2,3,2,"Regular",1
14014,"United Kingdom",505.18,1,1076,39,505.18,0.567948717948718,1076,2011-09-23,2011-09-23,77,77,2,1,3,"Lost",1
14015,"United Kingdom",917.34,1,378,20,917.34,3.107,378,2011-10-18,2011-10-18,52,52,3,1,3,"Regular",1
14016,"EIRE",4341.21,4,2125,154,1085.3025,3.9495652173913,531.25,2010-12-17,2011-07-01,357,161,2,4,5,"At Risk",0
14019,"United Kingdom",1421.61,3,1037,37,473.87,2.41484848484849,345.666666666667,2011-07-24,2011-10-24,138,46,3,3,4,"Loyal Customers",1
14020,"United Kingdom",642.8,2,441,37,321.4,2.84897435897436,220.5,2011-09-12,2011-11-23,88,16,4,3,3,"Loyal Customers",1
14021,"United Kingdom",631.9,3,192,22,210.633333333333,4.50227272727273,64,2011-03-28,2011-07-07,256,155,2,3,3,"Regular",1
14022,"United Kingdom",440,1,487,28,440,1.29535714285714,487,2011-04-28,2011-04-28,225,225,1,1,2,"Lost",1
14023,"United Kingdom",584.07,2,345,30,292.035,2.87096774193548,172.5,2011-04-03,2011-12-02,250,7,5,3,3,"Loyal Customers",1
14024,"United Kingdom",327.7,2,150,16,163.85,3.70125,75,2011-08-07,2011-08-10,124,121,2,3,2,"Regular",1
14027,"United Kingdom",104.82,1,62,6,104.82,2.14333333333333,62,2011-10-10,2011-10-10,60,60,3,1,1,"Regular",1
14029,"United Kingdom",467.66,2,198,15,233.83,4.366,99,2011-07-18,2011-10-07,144,63,3,3,2,"Regular",1
14030,"United Kingdom",2360.09,8,1479,210,295.01125,4.05444444444444,184.875,2010-12-08,2011-11-21,366,18,4,5,5,"Champions",1
14031,"United Kingdom",17286.86,19,5788,119,909.834736842105,4.32708,304.631578947368,2010-12-02,2011-12-02,372,7,5,5,5,"Champions",1
14032,"United Kingdom",2975.59,11,2032,53,270.508181818182,2.38993006993007,184.727272727273,2010-12-08,2011-12-07,366,2,5,5,5,"Champions",1
14034,"United Kingdom",651.82,3,423,82,217.273333333333,2.35449438202247,141,2011-07-05,2011-11-17,157,22,4,3,3,"Loyal Customers",1
14035,"United Kingdom",1428.02,5,739,41,285.604,2.81030303030303,147.8,2011-02-15,2011-11-11,297,28,4,4,4,"Champions",1
14036,"United Kingdom",626.65,1,268,38,626.65,4.37184210526316,268,2011-02-28,2011-02-28,284,284,1,1,3,"Lost",1
14037,"United Kingdom",147.2,2,46,27,73.6,3.46071428571429,23,2010-12-10,2011-06-16,364,176,2,3,1,"Regular",1
14038,"United Kingdom",1560.38,3,965,64,520.126666666667,1.91771739130435,321.666666666667,2011-05-16,2011-09-22,207,78,2,3,4,"Regular",1
14039,"United Kingdom",152.2,1,92,6,152.2,2.03333333333333,92,2011-11-06,2011-11-06,33,33,3,1,1,"Regular",1
14040,"United Kingdom",3614.92,12,1554,146,301.243333333333,3.81710638297872,129.5,2011-01-12,2011-10-30,331,40,3,5,5,"Loyal Customers",1
14041,"United Kingdom",141.41,1,94,21,141.41,1.87095238095238,94,2011-03-18,2011-03-18,266,266,1,1,1,"Lost",1
14044,"United Kingdom",652.82,4,308,165,163.205,2.56569377990431,77,2011-02-03,2011-11-13,309,26,4,4,3,"Loyal Customers",1
14045,"United Kingdom",1659.75,4,535,4,414.9375,4.23333333333333,133.75,2010-12-01,2011-08-22,373,109,2,4,4,"At Risk",1
14046,"United Kingdom",154.99,1,460,14,154.99,0.540714285714286,460,2011-02-28,2011-02-28,284,284,1,1,1,"Lost",1
14047,"United Kingdom",1308.61,5,381,22,261.722,4.8353125,76.2,2010-12-02,2011-12-01,372,8,5,4,4,"Champions",1
14048,"United Kingdom",409.93,1,288,83,409.93,2.18905882352941,288,2011-02-07,2011-02-07,305,305,1,1,2,"Lost",1
14049,"United Kingdom",5681.72,4,3870,348,1420.43,2.57065573770492,967.5,2011-01-26,2011-11-23,317,16,4,4,5,"Champions",1
14050,"United Kingdom",746.36,2,689,49,373.18,1.5387037037037,344.5,2011-08-25,2011-11-08,106,31,4,3,3,"Loyal Customers",1
14051,"United Kingdom",15610.39,23,3756,52,678.712608695652,4.66071428571429,163.304347826087,2010-12-08,2011-12-09,366,0,5,5,5,"Champions",1
14052,"United Kingdom",225.36,1,89,56,225.36,2.88214285714286,89,2011-11-20,2011-11-20,19,19,4,1,1,"Promising",1
14053,"United Kingdom",260.25,2,215,2,130.125,1.3775,107.5,2011-07-03,2011-08-07,159,124,2,3,2,"Regular",1
14054,"United Kingdom",92.46,1,62,6,92.46,1.51333333333333,62,2011-10-05,2011-10-05,65,65,3,1,1,"Regular",1
14055,"United Kingdom",725.64,1,216,10,725.64,4.453,216,2011-08-25,2011-08-25,106,106,2,1,3,"Lost",1
14056,"United Kingdom",8214.65,23,4273,320,357.158695652174,2.82680831826401,185.782608695652,2011-02-28,2011-12-08,284,1,5,5,5,"Champions",1
14057,"United Kingdom",6217.96,17,4876,179,365.762352941176,1.93602112676056,286.823529411765,2010-12-14,2011-11-16,360,23,4,5,5,"Champions",1
14059,"United Kingdom",183.6,1,128,8,183.6,2.3125,128,2011-03-18,2011-03-18,266,266,1,1,1,"Lost",1
14060,"United Kingdom",6140.42,19,5386,86,323.18,1.44069306930693,283.473684210526,2010-12-02,2011-12-05,372,4,5,5,5,"Champions",1
14062,"United Kingdom",10464.85,12,5593,60,872.070833333333,2.82567567567568,466.083333333333,2010-12-10,2011-11-30,364,9,5,5,5,"Champions",1
14064,"United Kingdom",1353.74,5,1788,59,270.748,1.58,357.6,2011-03-10,2011-11-10,274,29,4,4,4,"Champions",1
14066,"United Kingdom",152.55,1,45,7,152.55,4.36428571428571,45,2011-03-18,2011-03-18,266,266,1,1,1,"Lost",1
14067,"United Kingdom",374.7,2,361,51,187.35,2.8625,180.5,2011-09-04,2011-10-07,96,63,3,3,2,"Regular",1
14068,"United Kingdom",265.85,1,73,22,265.85,4.09166666666667,73,2011-01-23,2011-01-23,320,320,1,1,2,"Lost",1
14071,"United Kingdom",1438.82,8,995,271,179.8525,2.40382716049383,124.375,2011-03-20,2011-12-06,264,3,5,5,4,"Champions",1
14073,"United Kingdom",151.04,1,130,13,151.04,2.14153846153846,130,2011-11-07,2011-11-07,32,32,3,1,1,"Regular",1
14075,"United Kingdom",942.26,3,754,33,314.086666666667,1.81325581395349,251.333333333333,2011-03-23,2011-12-05,261,4,5,3,3,"Loyal Customers",1
14076,"United Kingdom",122.47,1,81,43,122.47,2.00913043478261,81,2011-08-02,2011-08-02,129,129,2,1,1,"Lost",1
14077,"United Kingdom",499.42,5,268,33,99.884,2.66595238095238,53.6,2011-03-10,2011-10-30,274,40,3,4,3,"Loyal Customers",1
14078,"United Kingdom",1049.37,6,310,46,174.895,2.68046153846154,51.6666666666667,2010-12-01,2011-08-30,373,101,2,5,4,"At Risk",1
14079,"United Kingdom",375.1,1,301,12,375.1,3.27333333333333,301,2011-08-07,2011-08-07,124,124,2,1,2,"Lost",1
14080,"United Kingdom",45.6,1,48,4,45.6,0.95,48,2011-11-07,2011-11-07,32,32,3,1,1,"Regular",1
14081,"United Kingdom",934.52,2,596,126,467.26,3.03346405228758,298,2010-12-05,2011-02-10,369,302,1,3,3,"Regular",1
14082,"United Kingdom",182.25,1,110,28,182.25,2.58758620689655,110,2010-12-10,2010-12-10,364,364,1,1,1,"Lost",1
14083,"United Kingdom",1018.43,9,732,162,113.158888888889,2.80624309392265,81.3333333333333,2010-12-03,2011-12-05,371,4,5,5,4,"Champions",1
14085,"United Kingdom",4448.54,18,3184,272,247.141111111111,2.40117777777778,176.888888888889,2010-12-06,2011-12-07,368,2,5,5,5,"Champions",1
14087,"United Kingdom",194.42,1,251,61,194.42,1.42072463768116,251,2011-12-07,2011-12-07,2,2,5,1,1,"Promising",1
14088,"United Kingdom",50491.81,13,12665,379,3883.98538461538,5.7306960950764,974.230769230769,2011-01-21,2011-11-29,322,10,5,5,5,"Champions",1
14089,"United Kingdom",161,1,134,13,161,2.20714285714286,134,2011-10-14,2011-10-14,56,56,3,1,1,"Regular",1
14090,"United Kingdom",76.32,1,72,1,76.32,1.06,72,2011-01-19,2011-01-19,324,324,1,1,1,"Lost",1
14092,"United Kingdom",4076.91,14,2066,117,291.207857142857,2.73289719626168,147.571428571429,2010-12-16,2011-12-02,358,7,5,5,5,"Champions",1
14093,"United Kingdom",442.85,1,406,95,442.85,1.48971428571429,406,2011-11-27,2011-11-27,12,12,5,1,2,"Promising",1
14096,"United Kingdom",65164.79,17,16352,1119,3833.22294117647,6.52170808061045,961.882352941176,2011-08-30,2011-12-05,101,4,5,5,5,"Champions",1
14098,"United Kingdom",147.35,1,104,21,147.35,1.7047619047619,104,2011-11-03,2011-11-03,36,36,3,1,1,"Regular",1
14099,"United Kingdom",3104.17,11,2179,167,282.197272727273,2.59356,198.090909090909,2010-12-20,2011-11-23,354,16,4,5,5,"Champions",1
